,index,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,imageLink,category,cardName,s3_file_name,s3_link,rgb
1561,2709,2709,2709,303,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwe1aff194/images/finished-goods/1-Dad-Felt-Pennant-Flag-Fathers-Day-Card_799IMM7027_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Father,1-dad-felt-pennant-flag-fathers-day-card,1-dad-felt-pennant-flag-fathers-day-card,https://greeting-card-images.s3.amazonaws.com/1-dad-felt-pennant-flag-fathers-day-card,[193.18789809 184.10350318 175.17038217]
1562,1139,1139,1100,64,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw9464eb91/images/finished-goods/Wishes-for-a-Special-Day-Birthday-Card-for-Daughter-root-699FBD4014_PV.1.FBD4014.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Daughter,wishes-for-a-special-day-birthday-card-for-daughter-root-699fbd4014,wishes-for-a-special-day-birthday-card-for-daughter-root-699fbd4014,https://greeting-card-images.s3.amazonaws.com/wishes-for-a-special-day-birthday-card-for-daughter-root-699fbd4014,[130.27357392 217.73690338 204.3201397 ]
1563,1256,1256,1220,184,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw03f98b7a/images/finished-goods/Love-the-Woman-You-Are-Birthday-Card-for-Daughter-root-899FBD5208_PV.1.FBD5208.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Daughter,love-the-woman-you-are-birthday-card-for-daughter-root-899fbd5208,love-the-woman-you-are-birthday-card-for-daughter-root-899fbd5208,https://greeting-card-images.s3.amazonaws.com/love-the-woman-you-are-birthday-card-for-daughter-root-899fbd5208,[212.34188456 188.30557474 151.68031574]
1564,3317,3317,3316,386,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw17a0bb48/images/finished-goods/Flowers-in-Watering-Can-Spanish-Mothers-Day-Card_559MTH1036_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,flowers-in-watering-can-spanish-mothers-day-card,flowers-in-watering-can-spanish-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/flowers-in-watering-can-spanish-mothers-day-card,[136.33991537 206.19040903 209.68335684]
1565,1295,1295,1260,224,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw8dc6194d/images/finished-goods/All-Things-Beautiful-Confirmation-Card-for-Daughter-root-299CDS3186_PV.1.CDS3186.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Daughter,all-things-beautiful-confirmation-card-for-daughter-root-299cds3186,all-things-beautiful-confirmation-card-for-daughter-root-299cds3186,https://greeting-card-images.s3.amazonaws.com/all-things-beautiful-confirmation-card-for-daughter-root-299cds3186,[228.17707363 172.63653308 151.37651445]
1566,2433,2433,2433,27,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwde592c78/images/finished-goods/Hawaiian-Shirt-Penguin-Fathers-Day-Card_349ZFD1604_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Father,hawaiian-shirt-penguin-fathers-day-card,hawaiian-shirt-penguin-fathers-day-card,https://greeting-card-images.s3.amazonaws.com/hawaiian-shirt-penguin-fathers-day-card,[161.37581395 185.1655814  205.44883721]
1567,1772,1772,1761,65,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw8fad4ffc/images/finished-goods/Just-the-Right-Man-Anniversary-Card-Him_559AVY6095_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,just-the-right-man-anniversary-card-him,just-the-right-man-anniversary-card-him,https://greeting-card-images.s3.amazonaws.com/just-the-right-man-anniversary-card-him,[200.57646277 185.34208777 166.02260638]
1568,2651,2651,2651,245,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwd1f626f1/images/finished-goods/This-Day-Is-All-Yours-Fathers-Day-Card_679FD6426_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Father,this-day-is-all-yours-fathers-day-card,this-day-is-all-yours-fathers-day-card,https://greeting-card-images.s3.amazonaws.com/this-day-is-all-yours-fathers-day-card,[144.90632319 207.61202186 199.3520687 ]
1569,4150,4150,4168,256,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw0e8894d2/images/finished-goods/Family-Like-You-is-a-Wonderful-Gift-Birthday-Card-root-599FBD2402_FBD2402_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,family-like-you-is-a-wonderful-gift-birthday-card-root-599fbd2402,family-like-you-is-a-wonderful-gift-birthday-card-root-599fbd2402,https://greeting-card-images.s3.amazonaws.com/family-like-you-is-a-wonderful-gift-birthday-card-root-599fbd2402,[238.41727141 176.30551524 136.99467828]
1570,3697,3697,3712,2,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw2aedc33d/images/finished-goods/Bird-Cool-Grandpa-Funny-Fathers-Day-Card_459FD7276_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Grandfather,bird-cool-grandpa-funny-fathers-day-card,bird-cool-grandpa-funny-fathers-day-card,https://greeting-card-images.s3.amazonaws.com/bird-cool-grandpa-funny-fathers-day-card,[225.10108303 197.94223827 128.61973526]
1571,825,825,787,126,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw90c2955b/images/finished-goods/Thanking-God-for-You-Religious-Easter-Card-for-Granddaughter-root-359DEH1653_PV.1.DEH1653.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Granddaughter,thanking-god-for-you-religious-easter-card-for-granddaughter-root-359deh1653,thanking-god-for-you-religious-easter-card-for-granddaughter-root-359deh1653,https://greeting-card-images.s3.amazonaws.com/thanking-god-for-you-religious-easter-card-for-granddaughter-root-359deh1653,[193.09666081 141.10954892 217.33743409]
1572,3981,3981,4000,88,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwd5731e42/images/finished-goods/Eat-Cake-Dream-Big-Colorful-Birthday-Card-root-559HBD4278_HBD4278_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,eat-cake-dream-big-colorful-birthday-card-root-559hbd4278,eat-cake-dream-big-colorful-birthday-card-root-559hbd4278,https://greeting-card-images.s3.amazonaws.com/eat-cake-dream-big-colorful-birthday-card-root-559hbd4278,[239.01945364 102.42508278 210.05587748]
1573,550,550,547,27,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwfe01495c/images/finished-goods/King-of-Corn-Birthday-Card-Grandson_459MAN2623_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Grandson,king-of-corn-birthday-card-grandson,king-of-corn-birthday-card-grandson,https://greeting-card-images.s3.amazonaws.com/king-of-corn-birthday-card-grandson,[139.64604349 191.13405066 220.61466039]
1574,3502,3502,3507,577,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw7d54a0d7/images/finished-goods/Celebrating-the-Woman-You-Are-Birthday-Card-for-Mom-root-899FBD5225_PV.1.FBD5225.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,celebrating-the-woman-you-are-birthday-card-for-mom-root-899fbd5225,celebrating-the-woman-you-are-birthday-card-for-mom-root-899fbd5225,https://greeting-card-images.s3.amazonaws.com/celebrating-the-woman-you-are-birthday-card-for-mom-root-899fbd5225,[218.66970547 140.5601683  192.01949509]
1575,4329,4329,4342,44,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw3798b6ff/images/finished-goods/Take-a-Mulligan-Birthday-Card_699HBD1476_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Man,take-a-mulligan-birthday-card,take-a-mulligan-birthday-card,https://greeting-card-images.s3.amazonaws.com/take-a-mulligan-birthday-card,[224.88667199 187.27893057 138.91899441]
1576,462,462,459,217,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwa86ab8ec/images/finished-goods/Confetti-Dots-Bat-Mitzvah-Congratulations-Card-root-359FBD2802_PV.1.FBD2802.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Girl,confetti-dots-bat-mitzvah-congratulations-card-root-359fbd2802,confetti-dots-bat-mitzvah-congratulations-card-root-359fbd2802,https://greeting-card-images.s3.amazonaws.com/confetti-dots-bat-mitzvah-congratulations-card-root-359fbd2802,[190.81058673 148.28316327 211.91071429]
1577,292,292,253,11,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw8a01a16d/images/finished-goods/Pure-Sweetness-First-Birthday-Card-root-295QUJ3650_PV.1.QUJ3650.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Girl,pure-sweetness-first-birthday-card-root-295quj3650,pure-sweetness-first-birthday-card-root-295quj3650,https://greeting-card-images.s3.amazonaws.com/pure-sweetness-first-birthday-card-root-295quj3650,[250.56092988 115.00074991 185.29583802]
1578,1638,1638,1622,55,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw472e4380/images/finished-goods/Pride-in-Who-Youve-Become-Hanukkah-Card-for-Nephew-root-299CH1246_CH1246_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Nephew,pride-in-who-youve-become-hanukkah-card-for-nephew-root-299ch1246,pride-in-who-youve-become-hanukkah-card-for-nephew-root-299ch1246,https://greeting-card-images.s3.amazonaws.com/pride-in-who-youve-become-hanukkah-card-for-nephew-root-299ch1246,[162.44019051 231.27459242 157.11961898]
1579,4283,4283,4292,380,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw948ea546/images/finished-goods/Jill-Scott-Balloons-for-an-Incredible-Woman-Birthday-Card-root-459MHB8235_PV.1.MHB8235.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Any+Woman,jill-scott-balloons-for-an-incredible-woman-birthday-card-root-459mhb8235,jill-scott-balloons-for-an-incredible-woman-birthday-card-root-459mhb8235,https://greeting-card-images.s3.amazonaws.com/jill-scott-balloons-for-an-incredible-woman-birthday-card-root-459mhb8235,[184.80317041 174.32760898 191.55217966]
1580,4102,4102,4120,208,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw51c191f2/images/finished-goods/Tropical-Flowers-Birthday-Card-in-Gift-Box_1499LAD2653_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,tropical-flowers-birthday-card-in-gift-box,tropical-flowers-birthday-card-in-gift-box,https://greeting-card-images.s3.amazonaws.com/tropical-flowers-birthday-card-in-gift-box,[217.93456376 188.81459732 143.93120805]
1581,1793,1793,1781,85,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw60ca22b8/images/finished-goods/Make-Me-Happy-Anniversary-Card-Husband_799AVY2183_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,make-me-happy-anniversary-card-husband,make-me-happy-anniversary-card-husband,https://greeting-card-images.s3.amazonaws.com/make-me-happy-anniversary-card-husband,[202.43611912 192.05955812 156.13784822]
1582,1695,1695,1685,60,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw742ef2bf/images/finished-goods/Lovebirds-Valentines-Day-Card-for-Niece_299VEE7347_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Niece,lovebirds-valentines-day-card-for-niece,lovebirds-valentines-day-card-for-niece,https://greeting-card-images.s3.amazonaws.com/lovebirds-valentines-day-card-for-niece,[212.87262357 167.06844106 170.48051331]
1583,2710,2710,2710,304,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw83c69c35/images/finished-goods/Dad-and-Child-Feet-Fathers-Day-Card_499FD7939_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Father,dad-and-child-feet-fathers-day-card,dad-and-child-feet-fathers-day-card,https://greeting-card-images.s3.amazonaws.com/dad-and-child-feet-fathers-day-card,[244.13316653 202.3324993  103.95468446]
1584,1796,1796,1784,88,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwb1a402ba/images/finished-goods/Life-With-You-Anniversary-Card-Him_699AVY2254_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,life-with-you-anniversary-card-him,life-with-you-anniversary-card-him,https://greeting-card-images.s3.amazonaws.com/life-with-you-anniversary-card-him,[214.21362458 188.32247316 147.83154387]
1585,3219,3219,3218,288,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwd0bfd31d/images/finished-goods/Abstract-Colorful-Thank-You-Mothers-Day-Card_399MOA2029_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,abstract-colorful-thank-you-mothers-day-card,abstract-colorful-thank-you-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/abstract-colorful-thank-you-mothers-day-card,[228.74806098 191.54105376 130.00347687]
1586,3351,3351,3349,419,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwde1ac4c3/images/finished-goods/Wonderful-Mom-Good-Person-Birthday-Card-for-Mom-root-799FBD5244_PV.1.FBD5244.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,wonderful-mom-good-person-birthday-card-for-mom-root-799fbd5244,wonderful-mom-good-person-birthday-card-for-mom-root-799fbd5244,https://greeting-card-images.s3.amazonaws.com/wonderful-mom-good-person-birthday-card-for-mom-root-799fbd5244,[214.8225287  186.842679   148.52679825]
1587,3480,3480,3485,555,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwfebcc778/images/finished-goods/Where-Your-Heart-Is-Mothers-Day-Card-With-Frame-root-899MSI3596_MSI3596_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,where-your-heart-is-mothers-day-card-with-frame-root-899msi3596,where-your-heart-is-mothers-day-card-with-frame-root-899msi3596,https://greeting-card-images.s3.amazonaws.com/where-your-heart-is-mothers-day-card-with-frame-root-899msi3596,[200.48518067 192.45148193 157.22980106]
1588,1608,1608,1582,15,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwaa6aaf0d/images/finished-goods/Flying-Eagle-Soar-Token-Nephew-Graduation-Card_559GR1199_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Nephew,flying-eagle-soar-token-nephew-graduation-card,flying-eagle-soar-token-nephew-graduation-card,https://greeting-card-images.s3.amazonaws.com/flying-eagle-soar-token-nephew-graduation-card,[237.70488506 209.23362069 103.0612069 ]
1589,3054,3054,3049,119,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw1cabdb05/images/finished-goods/Youre-an-Inspiration-Birthday-Card-Mom_299MHB1748_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,youre-an-inspiration-birthday-card-mom,youre-an-inspiration-birthday-card-mom,https://greeting-card-images.s3.amazonaws.com/youre-an-inspiration-birthday-card-mom,[211.9526087  167.47695652 170.25347826]
1590,1920,1920,1897,201,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwef989075/images/finished-goods/Foil-Arrow-Plume-Valentine-Card-Husband_459IAV1266_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,foil-arrow-plume-valentine-card-husband,foil-arrow-plume-valentine-card-husband,https://greeting-card-images.s3.amazonaws.com/foil-arrow-plume-valentine-card-husband,[208.0096231  183.20449078 158.38211708]
1591,3056,3056,3051,121,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw6106c2d7/images/finished-goods/Seeds-of-Love-Religious-Mothers-Day-Card-root-729MDD5046_PV.1.MDD5046.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,seeds-of-love-religious-mothers-day-card-root-729mdd5046,seeds-of-love-religious-mothers-day-card-root-729mdd5046,https://greeting-card-images.s3.amazonaws.com/seeds-of-love-religious-mothers-day-card-root-729mdd5046,[215.72290117 169.23087141 164.51009564]
1592,2105,2105,2090,117,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwa1ad3d68/images/finished-goods/Woman-Like-Thankful-Love-Card-for-Wife_459LOV1311_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,woman-like-thankful-love-card-for-wife,woman-like-thankful-love-card-for-wife,https://greeting-card-images.s3.amazonaws.com/woman-like-thankful-love-card-for-wife,[231.23246493 157.49498998 160.61222445]
1593,1216,1216,1177,141,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw7d17dc04/images/finished-goods/Ribbon-Pin-With-Stickers-Spanish-Mothers-Day-Card_699MTH1087_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Daughter,ribbon-pin-with-stickers-spanish-mothers-day-card,ribbon-pin-with-stickers-spanish-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/ribbon-pin-with-stickers-spanish-mothers-day-card,[138.9378453  205.03453039 205.36325967]
1594,1903,1903,1880,184,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw4ecbfcc4/images/finished-goods/For-the-Man-to-Love-Valentines-Day-Card_729VEE7219_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,for-the-man-to-love-valentines-day-card,for-the-man-to-love-valentines-day-card,https://greeting-card-images.s3.amazonaws.com/for-the-man-to-love-valentines-day-card,[213.3897281  181.47583082 154.39728097]
1595,971,971,929,113,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwedb68270/images/finished-goods/Love-Being-Your-Mom-Valentines-Day-Card_599VEE4905_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Son,love-being-your-mom-valentines-day-card,love-being-your-mom-valentines-day-card,https://greeting-card-images.s3.amazonaws.com/love-being-your-mom-valentines-day-card,[248.69231707 149.75036585 150.55463415]
1596,946,946,905,89,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw4b77ad0e/images/finished-goods/Enjoy-Birthday-Card-for-Son_529MAN2678_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Son,enjoy-birthday-card-for-son,enjoy-birthday-card-for-son,https://greeting-card-images.s3.amazonaws.com/enjoy-birthday-card-for-son,[177.82422204 190.70507429 180.45780768]
1597,2284,2284,2280,307,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw70376b00/images/finished-goods/My-Precious-Wife-Spanish-Birthday-Card_459FBD2834_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,my-precious-wife-spanish-birthday-card,my-precious-wife-spanish-birthday-card,https://greeting-card-images.s3.amazonaws.com/my-precious-wife-spanish-birthday-card,[228.50166905 192.91320935 127.51692895]
1598,714,714,684,23,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc7e0db10/images/finished-goods/Confirmation-Card-for-Granddaughter_399CDS6089_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Granddaughter,confirmation-card-for-granddaughter,confirmation-card-for-granddaughter,https://greeting-card-images.s3.amazonaws.com/confirmation-card-for-granddaughter,[226.77800659 180.82640033 141.32392916]
1599,2467,2467,2467,61,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwd2aa17ac/images/finished-goods/Dads-and-Childs-Hand-Fathers-Day-Card_529FD6566_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Father,dads-and-childs-hand-fathers-day-card,dads-and-childs-hand-fathers-day-card,https://greeting-card-images.s3.amazonaws.com/dads-and-childs-hand-fathers-day-card,[209.21430193 193.92780931 145.75187287]
1600,1268,1268,1232,196,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwf9b1c7c5/images/finished-goods/Pink-Cake-With-Flowers-Birthday-Card-for-Daughter_99WWV1596_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Daughter,pink-cake-with-flowers-birthday-card-for-daughter,pink-cake-with-flowers-birthday-card-for-daughter,https://greeting-card-images.s3.amazonaws.com/pink-cake-with-flowers-birthday-card-for-daughter,[232.01833051 160.45093063 156.392837  ]
1601,1399,1399,1366,24,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw496927ce/images/finished-goods/sibling-strangle-root-349zzb6513_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Brother,sibling-strangle-root-349zzb6513,sibling-strangle-root-349zzb6513,https://greeting-card-images.s3.amazonaws.com/sibling-strangle-root-349zzb6513,[208.7028749  191.56425796 148.54529915]
1602,3690,3690,3704,12,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw5401838d/images/finished-goods/You-Make-Everything-Sweeter-Birthday-Card-for-Aunt-root-499FBD2444_FBD2444_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Aunt,you-make-everything-sweeter-birthday-card-for-aunt-root-499fbd2444,you-make-everything-sweeter-birthday-card-for-aunt-root-499fbd2444,https://greeting-card-images.s3.amazonaws.com/you-make-everything-sweeter-birthday-card-for-aunt-root-499fbd2444,[222.7161728  146.51338808 179.53552303]
1603,850,850,809,148,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw37025d83/images/finished-goods/Hugs-and-Wishes-SpanishLanguage-Birthday-Card-for-Granddaughter-root-359BIF1337_BIF1337_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Granddaughter,hugs-and-wishes-spanishlanguage-birthday-card-for-granddaughter-root-359bif1337,hugs-and-wishes-spanishlanguage-birthday-card-for-granddaughter-root-359bif1337,https://greeting-card-images.s3.amazonaws.com/hugs-and-wishes-spanishlanguage-birthday-card-for-granddaughter-root-359bif1337,[238.7847352  187.17040498 122.79190031]
1604,2550,2550,2550,144,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwb04c9b26/images/finished-goods/Dad-Fixing-Sinking-Titanic-Funny-Fathers-Day-Card_499ZFD9196_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Father,dad-fixing-sinking-titanic-funny-fathers-day-card,dad-fixing-sinking-titanic-funny-fathers-day-card,https://greeting-card-images.s3.amazonaws.com/dad-fixing-sinking-titanic-funny-fathers-day-card,[151.01234991 187.00274443 210.70463122]
